FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4098,Permit Reviews,X 33,9,313,Assistant Commissioner,Annual,1,1,118128,118128
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4098,Permit Reviews,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,10355,10355
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4099,Zoning Administration,BX 15,10,1912,Project Coordinator,Annual,1,1,83472,83472
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4099,Zoning Administration,BX 15,10,1912,Project Coordinator,Annual,1,1,80628,80628
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4099,Zoning Administration,BX 15,10,1912,Project Coordinator,Annual,2,1,70872,141744
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4099,Zoning Administration,BX 17,10,1299,Chief Zoning Plan Examiner,Annual,1,1,132708,132708
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4099,Zoning Administration,B 13,3,1293,Senior Zoning Plan Examiner,Annual,1,1,107100,107100
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4099,Zoning Administration,T 16,44,1291,Zoning Investigator,Annual,1,1,141552,141552
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4099,Zoning Administration,T 16,44,1291,Zoning Investigator,Annual,1,1,106032,106032
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4099,Zoning Administration,T 16,44,1291,Zoning Investigator,Annual,1,1,88104,88104
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4099,Zoning Administration,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,12650,12650
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4104,Zoning Board Of Appeals,BX 15,10,1912,Project Coordinator,Annual,2,1,83472,166944
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4104,Zoning Board Of Appeals,BX 17,10,1290,Manager - Zoning Boards of Appeals,Annual,1,1,120960,120960
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4104,Zoning Board Of Appeals,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,3184,3184
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4105,Zoning Data,BX 15,10,1912,Project Coordinator,Annual,1,1,110256,110256
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4105,Zoning Data,BX 15,10,1912,Project Coordinator,Annual,1,1,100476,100476
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4105,Zoning Data,X 33,9,313,Assistant Commissioner,Annual,1,1,118128,118128
LOCAL,54,Department of Planning and Development,100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4105,Zoning Data,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,8722,8722
LOCAL,55,Chicago Police Board,100,Corporate Fund,1005,Chicago Police Board,2005,Chicago Police Board,3005,Chicago Police Board,0,,1 00,9,9955,Executive Director - Police Board,Annual,1,1,121380,121380
LOCAL,55,Chicago Police Board,100,Corporate Fund,1005,Chicago Police Board,2005,Chicago Police Board,3005,Chicago Police Board,0,,BX 15,10,802,Executive Administrative Assistant II,Annual,1,1,70872,70872
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3004,Office of the Superintendent,0,,1 00,9,9957,Superintendent of Police,Annual,1,1,267720,267720
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3004,Office of the Superintendent,0,,X 42,9,9675,Deputy Director,Annual,1,1,179208,179208
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3004,Office of the Superintendent,0,,X 42,9,9675,Deputy Director,Annual,1,1,148548,148548
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3004,Office of the Superintendent,0,,3 00,9,311,Projects Administrator,Annual,5,1,112080,560400
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3004,Office of the Superintendent,0,,B 13,1,308,Staff Assistant,Annual,1,1,64668,64668
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3004,Office of the Superintendent,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,4550,4550
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4020,Office of the Chief of Staff,3 00,99,9752,Commander,Annual,1,1,181200,181200
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4020,Office of the Chief of Staff,X 42,9,9675,Deputy Director,Annual,2,1,148548,297096
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4020,Office of the Chief of Staff,1 00,99,9011,Superintendent's Chief of Staff,Annual,1,1,200772,200772
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4020,Office of the Chief of Staff,BX 16,10,3585,Coordinator of Research and Evaluation,Annual,2,1,74244,148488
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4020,Office of the Chief of Staff,BX 15,10,1912,Project Coordinator,Annual,4,1,67656,270624
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4020,Office of the Chief of Staff,3 00,9,311,Projects Administrator,Annual,1,1,112080,112080
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4020,Office of the Chief of Staff,B 12,1,303,Administrative Assistant III,Annual,1,1,58956,58956
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4020,Office of the Chief of Staff,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,31894,31894
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,X 42,0,9760,General Counsel,Annual,1,1,187236,187236
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,1 00,9,9758,Assistant General Counsel,Annual,1,1,140916,140916
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,X 42,9,9675,Deputy Director,Annual,1,1,148548,148548
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,E 03,71,9171,Sergeant,Annual,3,1,132906,398718
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,E 03,71,9171,Sergeant,Annual,1,1,128772,128772
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,E 04,71,9016,Police Legal Officer II,Annual,2,1,149502,299004
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,E 04,71,9016,Police Legal Officer II,Annual,1,1,145092,145092
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,E 04,71,9016,Police Legal Officer II,Annual,3,1,140748,422244
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,3 00,10,1645,Associate Staff Attorney,Annual,1,1,68844,68844
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,1 00,9,1633,Attorney-Excluded,Annual,19,1,100476,1909044
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,B 13,1,1617,Paralegal II,Annual,1,1,93252,93252
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,B 13,1,1617,Paralegal II,Annual,1,1,69912,69912
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,B 13,1,1617,Paralegal II,Annual,2,1,64668,129336
